"Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","Condition1","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","FirstFlrSF","SecFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","ScreenPorchSF","PoolArea","MiscVal","MoSold","YrSold","SaleCondition","SalePrice","HomeAge","RemodAge","idxhasG","idxhasMV","idxhasFB1","idxhasFB2","idxhasB","idxhasSF","idxhasPool","idxhasLF","idxhasLQF","idxhasWD","idxhasOP","idxhasEP","idxhasSP","idxisOld","idxhasRem","idxisNew"
506,90,"RM",60,8.935377085097,"Reg","Inside","OldTown","Artery","Duplex","2Story",5,5,1952,1952,"Hip","Wd Sdng","Wd Sdng","BrkFace",5.88610430922789,"TA","TA","CBlock","TA","TA","No","Unf",-9.21034037197618,"Unf",0,960,6.86693338862854,"GasA","Gd","Y","SBrkr",6.86693338862854,6.90775537898213,0,7.58069980324497,0,0,2,0,4,2,"TA",10,0,"None","Detchd",1952,"Unf",2,400,"TA","TA","N",-9.21034037197618,-9.21034037197618,0,0,0,-9.21034037197618,7,2009,"Normal",11.7320609956901,57,57,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
507,60,"RL",80,9.16471520441673,"IR1","Inside","SawyerW","Norm","1Fam","2Story",8,5,1993,1994,"Gable","VinylSd","VinylSd","BrkFace",4.82831453730198,"Gd","TA","PConc","Gd","TA","No","GLQ",5.94017151587829,"Unf",0,397,6.65544047906777,"GasA","Ex","Y","SBrkr",6.97073017204024,6.74051947780953,0,7.5553819965689,0,0,2,1,3,1,"Gd",8,1,"TA","Attchd",1993,"RFn",2,471,"TA","TA","Y",5.20400723652719,4.39445038923958,0,0,0,-9.21034037197618,9,2006,"Normal",12.2783933075749,13,12,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0
508,20,"FV",75,8.96979631870122,"IR1","Inside","Somerst","Norm","1Fam","1Story",6,5,2009,2009,"Gable","VinylSd","VinylSd","None",-9.21034037197618,"Gd","TA","PConc","Gd","TA","No","GLQ",3.29584056970117,"Unf",0,1191,7.10496553037165,"GasA","Ex","Y","SBrkr",7.10496553037165,-9.21034037197618,0,7.10496553037165,0,0,2,0,2,1,"Gd",4,0,"None","Attchd",2009,"Fin",2,676,"TA","TA","Y",-9.21034037197618,4.62497379367595,0,0,0,-9.21034037197618,9,2009,"Partial",12.2467346277291,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
509,70,"RM",60,9.16951838787259,"Reg","Inside","OldTown","Norm","1Fam","2Story",7,9,1928,2005,"Gambrel","MetalSd","MetalSd","None",-9.21034037197618,"TA","Ex","BrkTil","TA","TA","No","Rec",4.94876059959778,"Unf",0,548,6.53524141615153,"GasA","Ex","Y","SBrkr",6.53524141615153,6.53524141615153,0,7.22838852414254,0,0,2,0,3,1,"Gd",7,1,"Gd","Detchd",1928,"Unf",2,360,"TA","TA","N",-9.21034037197618,-9.21034037197618,116,0,0,-9.21034037197618,10,2008,"Normal",11.9891596445877,80,3,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0
510,20,"RL",80,9.16951838787259,"Reg","Corner","NAmes","Norm","1Fam","1Story",5,6,1959,1959,"Gable","MetalSd","MetalSd","BrkFace",4.88280268016184,"TA","TA","CBlock","TA","TA","No","ALQ",6.89871463523816,"Unf",0,50,6.94793716467644,"GasA","Ex","Y","SBrkr",6.94793716467644,-9.21034037197618,0,6.94793716467644,1,0,1,0,3,1,"TA",6,0,"None","Attchd",1959,"RFn",1,270,"TA","TA","Y",5.41164649828351,4.4773379508412,0,0,0,-9.21034037197618,7,2009,"Normal",11.7320609956901,50,50,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0
511,20,"RL",75,9.58596464494193,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1951,2000,"Hip","Wd Sdng","Wd Sdng","BrkCmn",4.24849667061977,"Gd","TA","CBlock","TA","TA","No","BLQ",6.47697251673582,"Rec",180,178,6.91572354783766,"GasA","Ex","Y","SBrkr",7.2174435050641,-9.21034037197618,0,7.2174435050641,1,0,1,0,2,1,"TA",6,2,"TA","CarPort",1951,"Unf",1,288,"TA","TA","Y",5.78074382443426,3.73767199923291,0,168,0,7.60090250954208,6,2009,"Normal",12.0130945091541,58,9,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0
512,120,"RL",40,8.82350074271439,"IR1","Inside","NridgHt","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","VinylSd","VinylSd","Stone",4.54329584609922,"Gd","TA","PConc","Gd","TA","No","Unf",-9.21034037197618,"Unf",0,1368,7.22110517128191,"GasA","Ex","Y","SBrkr",7.22110517128191,-9.21034037197618,0,7.22110517128191,0,0,2,0,2,1,"Gd",6,1,"Gd","Attchd",2005,"RFn",2,474,"TA","TA","Y",4.88280268016184,3.55535091862819,0,0,0,-9.21034037197618,3,2006,"Partial",12.2193096490556,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1
513,20,"RL",70,9.11602970349395,"Reg","Corner","NAmes","Feedr","1Fam","1Story",5,5,1958,1958,"Gable","VinylSd","VinylSd","None",-9.21034037197618,"TA","TA","CBlock","TA","TA","No","BLQ",6.25575023369193,"LwQ",174,169,6.76157288454479,"GasA","TA","Y","SBrkr",6.76157288454479,-9.21034037197618,0,6.76157288454479,1,0,1,0,3,1,"TA",5,0,"None","Detchd",1964,"Unf",2,624,"TA","TA","Y",-9.21034037197618,-9.21034037197618,0,0,0,-9.21034037197618,7,2006,"Normal",11.7745202034285,48,48,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0
514,20,"RL",71,9.12554473115641,"Reg","Corner","Mitchel","Norm","1Fam","1Story",6,5,1983,1983,"Gable","VinylSd","VinylSd","None",-9.21034037197618,"TA","Gd","PConc","TA","TA","No","ALQ",5.81711145758221,"Unf",0,748,6.98841327425051,"GasA","TA","Y","SBrkr",6.98471641271085,-9.21034037197618,0,6.98471641271085,0,0,1,1,3,1,"TA",5,0,"None","Attchd",1983,"Unf",2,484,"TA","TA","Y",4.78749257611503,-9.21034037197618,158,0,0,-9.21034037197618,6,2007,"Normal",11.8055950796793,24,24,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
515,45,"RL",55,9.26804309154378,"Reg","Inside","Crawfor","Norm","1Fam","1.5Unf",5,5,1926,1950,"Gable","Wd Sdng","Wd Sdng","None",-9.21034037197618,"TA","TA","BrkTil","TA","TA","No","Unf",-9.21034037197618,"Unf",0,768,6.643789863356,"Grav","Fa","N","SBrkr",6.67076644758858,-9.21034037197618,0,6.67076644758858,0,0,1,0,2,1,"TA",5,0,"None","Detchd",1926,"Unf",1,200,"Po","Po","Y",-9.21034037197618,-9.21034037197618,112,0,0,-9.21034037197618,6,2007,"Normal",11.4772982883633,81,57,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
516,20,"RL",94,9.41082924090889,"Reg","Inside","NridgHt","Norm","1Fam","1Story",10,5,2009,2009,"Hip","CemntBd","CmentBd","BrkFace",5.72031210447621,"Ex","TA","CBlock","Ex","TA","No","GLQ",7.26961681924605,"Unf",0,570,7.60389801837233,"GasA","Ex","Y","SBrkr",7.6108528399002,-9.21034037197618,0,7.6108528399002,1,0,2,1,3,1,"Ex",9,1,"Gd","Attchd",2009,"Fin",3,900,"TA","TA","Y",5.04985664827497,3.98898589841441,0,0,0,-9.21034037197618,9,2009,"Partial",12.9063468685295,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
517,80,"RL",0,9.25416586108742,"IR1","Corner","NWAmes","Norm","1Fam","SLvl",6,6,1972,1972,"Gable","HdBoard","HdBoard","BrkFace",5.8081427902807,"TA","TA","CBlock","TA","TA","No","Unf",-9.21034037197618,"Unf",0,689,6.53524141615153,"GasA","TA","Y","SBrkr",7.22838852414254,6.60800076024884,0,7.65869960546037,0,0,2,1,3,1,"TA",7,1,"TA","Attchd",1972,"RFn",2,583,"TA","TA","Y",-9.21034037197618,4.64439186067937,0,0,0,-9.21034037197618,8,2009,"Abnorml",11.970350312642,37,37,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
518,60,"RL",79,9.23092701538081,"IR1","Inside","NoRidge","Norm","1Fam","2Story",7,5,1996,1997,"Gable","VinylSd","VinylSd","BrkFace",6.82546014483293,"Gd","TA","PConc","Gd","TA","No","Unf",-9.21034037197618,"Unf",0,1264,7.14203665382072,"GasA","Ex","Y","SBrkr",7.15226893434107,6.97260634502246,0,7.75961419335902,0,0,2,1,3,1,"Gd",7,1,"TA","Attchd",1996,"RFn",3,889,"TA","TA","Y",5.39362800089771,-9.21034037197618,0,0,0,-9.21034037197618,7,2009,"Normal",12.4874851053457,13,12,1,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0
519,60,"RL",0,9.1623049334297,"IR1","CulDSac","CollgCr","Norm","1Fam","2Story",6,5,1998,1998,"Gable","VinylSd","VinylSd","None",-9.21034037197618,"TA","TA","PConc","Gd","TA","Mn","GLQ",6.55961537913629,"Unf",0,88,6.67708358719171,"GasA","Ex","Y","SBrkr",6.78219216938547,6.81783068086333,0,7.49331730454143,1,0,2,1,3,1,"TA",7,0,"None","Attchd",1998,"RFn",2,546,"TA","TA","Y",-9.21034037197618,3.58352171623003,0,0,0,-9.21034037197618,5,2007,"Normal",12.2596134129321,9,9,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
520,70,"RL",53,9.29816809150089,"Reg","Inside","Crawfor","Norm","1Fam","2Story",7,9,1926,2004,"Gambrel","MetalSd","MetalSd","None",-9.21034037197618,"Gd","TA","BrkTil","Gd","TA","No","Unf",-9.21034037197618,"Unf",0,1276,7.15148554227464,"GasA","Ex","Y","SBrkr",7.15148554227464,6.68959939355707,0,7.64012322077229,0,0,1,1,3,1,"Gd",9,2,"Gd","Detchd",1926,"Unf",1,282,"TA","TA","Y",-9.21034037197618,-9.21034037197618,0,145,0,-9.21034037197618,6,2009,"Normal",12.3630763947672,83,5,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0
521,190,"RL",60,9.28730142237157,"Reg","Inside","OldTown","Norm","2fmCon","2Story",4,7,1900,2000,"Gable","MetalSd","MetalSd","None",-9.21034037197618,"TA","TA","BrkTil","None","None","None","None",-9.21034037197618,"None",0,0,-9.21034037197618,"GasA","TA","N","FuseA",6.54247210459901,6.3969298218828,0,7.1654935523406,0,0,2,0,3,2,"TA",7,0,"None","None",0,"None",0,0,"None","None","N",5.39362800089771,4.73619932558709,210,0,0,-9.21034037197618,8,2008,"Normal",11.5735500877278,108,8,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0
522,20,"RL",90,9.39166143677823,"IR1","Corner","NAmes","Feedr","1Fam","1Story",6,6,1957,1957,"Gable","VinylSd","VinylSd","None",-9.21034037197618,"TA","TA","CBlock","TA","TA","No","Rec",6.65544047906777,"Unf",0,467,7.12608735368497,"GasA","Ex","Y","FuseA",7.12608735368497,-9.21034037197618,0,7.12608735368497,0,0,1,1,3,1,"TA",6,2,"Gd","Attchd",1957,"Unf",1,336,"TA","TA","Y",-9.21034037197618,3.68888195411081,0,0,0,-9.21034037197618,5,2007,"Normal",11.9183905737451,50,50,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
523,50,"RM",50,8.51719321141624,"Reg","Corner","BrkSide","Feedr","1Fam","1.5Fin",6,7,1947,1950,"Gable","CemntBd","CmentBd","None",-9.21034037197618,"TA","Gd","CBlock","TA","TA","No","ALQ",5.9889616675164,"Unf",0,605,6.91174739985326,"GasA","Ex","Y","SBrkr",6.91174739985326,6.49223998653561,0,7.41697968147731,0,0,2,0,3,1,"TA",7,2,"Gd","Detchd",1950,"Unf",2,420,"TA","TA","Y",-9.21034037197618,3.17805799700593,36,0,0,-9.21034037197618,10,2006,"Normal",11.9766594818313,59,56,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0
525,60,"RL",95,9.37475251671049,"IR1","Inside","NoRidge","Norm","1Fam","2Story",7,5,1996,1997,"Gable","VinylSd","VinylSd","BrkFace",6.3868794877128,"Gd","TA","PConc","Gd","TA","No","GLQ",6.5778614968031,"Unf",0,660,7.22911395030961,"GasA","Ex","Y","SBrkr",7.23201040397134,6.92264398999805,0,7.78239037728888,1,0,2,1,3,1,"Gd",8,1,"TA","Attchd",1996,"Fin",3,834,"TA","TA","Y",5.47646397034146,4.09434622888738,0,0,0,-9.21034037197618,8,2007,"Normal",12.6627060405294,11,10,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0
526,20,"FV",62,8.92265831285773,"Reg","Inside","Somerst","Norm","1Fam","1Story",7,5,2005,2005,"Gable","VinylSd","VinylSd","None",-9.21034037197618,"Gd","TA","PConc","Gd","TA","No","Unf",-9.21034037197618,"Unf",0,1257,7.13648328814474,"GasA","Ex","Y","SBrkr",7.14361768169306,-9.21034037197618,0,7.14361768169306,0,0,2,0,3,1,"Gd",6,1,"TA","Attchd",2005,"Unf",2,453,"TA","TA","Y",3.63758879130187,4.9698139940202,0,0,0,-9.21034037197618,4,2006,"Normal",12.0782392745885,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
527,20,"RL",70,9.49551932172864,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1956,2000,"Hip","Wd Sdng","Wd Sdng","None",-9.21034037197618,"TA","TA","CBlock","Gd","TA","No","Rec",5.93224545269996,"Unf",0,551,6.83303184054482,"GasA","TA","Y","SBrkr",6.83303184054482,-9.21034037197618,0,6.83303184054482,0,0,1,0,2,1,"TA",4,0,"None","Attchd",1956,"Unf",1,252,"TA","TA","Y",5.56452079046438,-9.21034037197618,156,0,0,-9.21034037197618,6,2007,"Normal",11.7905572023261,51,7,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0
528,60,"RL",67,9.61233279729523,"IR1","Inside","NridgHt","Norm","1Fam","2Story",9,5,2008,2008,"Hip","VinylSd","VinylSd","Stone",5.59098735364512,"Ex","TA","PConc","Ex","TA","Av","GLQ",7.19293429640377,"Unf",0,122,7.28069726425526,"GasA","Ex","Y","SBrkr",7.29709107291109,7.12044445323323,0,7.9058103495185,1,0,2,1,3,1,"Ex",11,1,"Gd","Attchd",2008,"Fin",3,858,"TA","TA","Y",4.83628270060196,4.18965625717679,0,0,0,-9.21034037197618,11,2008,"Partial",13.0086592618562,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1
529,30,"RL",58,9.11580989912138,"IR1","Inside","Edwards","Norm","1Fam","1Story",4,7,1920,2002,"Gable","Wd Sdng","Wd Sdng","None",-9.21034037197618,"TA","TA","BrkTil","TA","TA","Mn","ALQ",5.85220276713075,"Unf",0,180,6.26909647310018,"GasA","Ex","Y","SBrkr",6.40522862332008,-9.21034037197618,0,6.40522862332008,1,0,1,0,2,1,"TA",5,0,"None","None",0,"None",0,0,"None","None","N",-9.21034037197618,-9.21034037197618,144,0,0,-9.21034037197618,7,2007,"Normal",11.3621025763984,87,5,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0
530,20,"RL",0,10.3941512875393,"IR1","CulDSac","Crawfor","Norm","1Fam","1Story",6,3,1957,1975,"Hip","Wd Sdng","Stone","None",-9.21034037197618,"Gd","TA","PConc","TA","TA","No","Rec",7.10578621151572,"Unf",0,816,7.61825114701674,"GasA","TA","Y","SBrkr",7.83002812229527,-9.21034037197618,0,7.83002812229527,1,0,3,0,4,2,"TA",9,2,"TA","Attchd",1975,"RFn",2,484,"TA","TA","Y",-9.21034037197618,-9.21034037197618,200,0,0,-9.21034037197618,3,2007,"Alloca",12.2091877889288,50,32,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0
531,80,"RL",85,9.23014300907628,"Reg","Inside","Timber","Norm","1Fam","SLvl",6,5,1988,1989,"Gable","HdBoard","HdBoard","BrkFace",5.3890721864374,"Gd","TA","CBlock","Gd","TA","Av","GLQ",6.66313282370472,"Unf",0,678,7.28687648019697,"GasA","Ex","Y","SBrkr",7.3192025250369,-9.21034037197618,0,7.3192025250369,1,0,2,0,3,1,"Gd",5,1,"Fa","Attchd",1988,"RFn",2,600,"TA","TA","Y",5.41164649828351,-9.21034037197618,0,0,0,-9.21034037197618,8,2008,"Abnorml",12.0725412534771,20,19,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0
532,70,"RM",60,8.72502005486551,"IR1","FR3","BrkSide","RRNn","1Fam","2Story",6,8,1920,1999,"Gable","Wd Sdng","Wd Sdng","None",-9.21034037197618,"TA","TA","BrkTil","Fa","Fa","Mn","Unf",-9.21034037197618,"Unf",0,611,6.4150971228377,"GasA","Ex","Y","SBrkr",6.62140578491992,6.4150971228377,0,7.21670956013089,0,0,2,0,3,1,"TA",6,0,"None","Detchd",1920,"Fin",2,502,"TA","Fa","Y",-9.21034037197618,-9.21034037197618,84,0,0,-9.21034037197618,6,2008,"Normal",11.759785543683,88,9,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0
533,20,"RL",60,8.88183631889304,"Reg","Inside","NAmes","Norm","1Fam","1Story",5,7,1955,2007,"Gable","VinylSd","VinylSd","None",-9.21034037197618,"TA","TA","Slab","None","None","None","None",-9.21034037197618,"None",0,0,-9.21034037197618,"GasA","Ex","Y","SBrkr",6.71780481594267,-9.21034037197618,0,6.71780481594267,0,0,1,0,2,1,"TA",5,1,"Po","Detchd",1967,"Unf",1,392,"TA","TA","Y",-9.21034037197618,-9.21034037197618,0,0,0,-9.21034037197618,4,2010,"Normal",11.5852461274801,55,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
534,20,"RL",50,8.51719321141624,"Reg","Inside","BrkSide","Norm","1Fam","1Story",1,3,1946,1950,"Gable","VinylSd","VinylSd","None",-9.21034037197618,"Fa","Fa","Slab","None","None","None","None",-9.21034037197618,"None",0,0,-9.21034037197618,"GasA","Fa","N","FuseF",5.81114129237785,-9.21034037197618,0,5.81114129237785,0,0,1,0,1,1,"Fa",2,0,"None","None",0,"None",0,0,"None","None","N",-9.21034037197618,-9.21034037197618,0,0,0,-9.21034037197618,1,2007,"Normal",10.5789798004019,61,57,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
535,60,"RL",74,9.11118281148537,"IR1","Inside","Gilbert","Norm","1Fam","2Story",8,5,2004,2004,"Gable","VinylSd","VinylSd","None",-9.21034037197618,"Gd","TA","PConc","Ex","Gd","Av","Unf",-9.21034037197618,"Unf",0,707,6.56103080733928,"GasA","Ex","Y","SBrkr",6.56103080733928,6.56103080733928,0,7.25417791717787,0,0,2,1,3,1,"Gd",6,1,"Gd","Attchd",2004,"Fin",2,403,"TA","TA","Y",4.60517118598759,3.55535091862819,0,0,0,-9.21034037197618,10,2006,"Normal",12.089538829836,2,2,1,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1
536,190,"RL",70,8.85366544232316,"Reg","Inside","Edwards","Norm","2fmCon","2Story",5,7,1910,1991,"Gable","MetalSd","MetalSd","None",-9.21034037197618,"TA","TA","CBlock","Gd","TA","Gd","GLQ",6.87626471508994,"Unf",0,148,7.01840188859471,"GasA","TA","Y","SBrkr",6.70930446220951,6.26720073829467,0,7.20563525064941,1,0,1,0,3,1,"TA",5,0,"None","None",0,"None",0,0,"None","None","N",4.44265243296021,-9.21034037197618,148,0,0,-9.21034037197618,1,2008,"Normal",11.5852461274801,98,17,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0
537,60,"RL",57,9.09649956675816,"IR1","CulDSac","CollgCr","Norm","1Fam","2Story",7,5,1998,1999,"Gable","VinylSd","VinylSd","None",-9.21034037197618,"TA","TA","PConc","Gd","TA","Av","Unf",-9.21034037197618,"Unf",0,880,6.77992202110861,"GasA","Ex","Y","SBrkr",6.77992202110861,6.73815261307936,0,7.45240250922828,0,0,2,1,3,1,"Gd",8,0,"None","Attchd",1998,"Fin",2,527,"TA","TA","Y",4.78749257611503,5.04342576208033,0,0,0,-9.21034037197618,7,2008,"Normal",12.144197242344,10,9,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0
538,20,"RL",0,9.45210939526593,"IR1","FR2","NAmes","Norm","1Fam","1Story",4,5,1972,1972,"Hip","MetalSd","MetalSd","None",-9.21034037197618,"TA","TA","CBlock","TA","TA","No","BLQ",6.3969298218828,"Unf",0,264,6.76157288454479,"GasA","TA","Y","SBrkr",6.76157288454479,-9.21034037197618,0,6.76157288454479,0,0,1,0,3,1,"TA",5,0,"None","Detchd",1980,"Unf",2,576,"TA","TA","Y",5.37527887064702,-9.21034037197618,0,0,0,-9.21034037197618,4,2008,"Normal",11.6195352009274,36,36,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
539,20,"RL",0,9.35470043113878,"IR1","Inside","Sawyer","Norm","1Fam","1Story",5,5,1968,1968,"Hip","Plywood","Plywood","BrkFace",5.2364424947447,"TA","TA","CBlock","TA","TA","No","BLQ",6.51174547823313,"Unf",0,378,6.95749746602443,"GasA","TA","Y","SBrkr",7.05531292962103,-9.21034037197618,0,7.05531292962103,0,0,1,1,3,1,"TA",7,1,"Fa","Attchd",1968,"Unf",1,336,"TA","TA","Y",6.1441858487179,-9.21034037197618,0,0,0,-9.21034037197618,7,2006,"Normal",11.970350312642,38,38,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
540,20,"RL",0,9.34338415448821,"Reg","Inside","CollgCr","Norm","1Fam","1Story",8,5,2001,2002,"Gable","VinylSd","VinylSd","BrkFace",6.17170080617916,"Gd","TA","PConc","Gd","TA","Av","GLQ",7.21376838175634,"Unf",0,223,7.36581290046058,"GasA","Ex","Y","SBrkr",7.37838377545767,-9.21034037197618,0,7.37838377545767,1,0,2,0,3,1,"Gd",6,1,"TA","Attchd",2001,"RFn",2,670,"TA","TA","Y",5.19295740644561,-9.21034037197618,0,0,0,7.60090250954208,5,2010,"Normal",12.5135573456458,9,8,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1
541,20,"RL",85,9.58884530535041,"Reg","Inside","Timber","Norm","1Fam","1Story",9,5,2006,2006,"Hip","VinylSd","VinylSd","BrkFace",6.36990115406109,"Ex","TA","PConc","Ex","TA","Av","GLQ",7.1388670793106,"Unf",0,578,7.51643335732259,"GasA","Ex","Y","SBrkr",7.51643335732259,-9.21034037197618,0,7.51643335732259,1,0,2,0,2,1,"Ex",8,1,"Gd","Attchd",2006,"Fin",3,765,"TA","TA","Y",5.59842232936868,4.21950917576326,0,0,0,-9.21034037197618,3,2009,"Normal",12.6603279181252,3,3,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
542,60,"RL",0,9.30565056087142,"Reg","FR2","NoRidge","Norm","1Fam","2Story",8,5,2000,2000,"Gable","VinylSd","VinylSd","BrkFace",4.27666750790398,"Gd","TA","PConc","Gd","TA","No","Unf",-9.21034037197618,"Unf",0,969,6.87626471508994,"GasA","Ex","Y","SBrkr",6.90475087026274,7.16084598430405,0,7.73412134709198,0,0,2,1,4,1,"Gd",8,1,"TA","BuiltIn",2000,"Fin",3,648,"TA","TA","Y",-9.21034037197618,4.02535347644784,0,0,0,-9.21034037197618,6,2007,"Normal",12.4211840255503,7,7,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
543,20,"RL",78,9.22424328700711,"Reg","Inside","NWAmes","RRAn","1Fam","1Story",7,5,1998,1999,"Hip","VinylSd","VinylSd","None",-9.21034037197618,"Gd","TA","PConc","Ex","TA","No","LwQ",4.9698139940202,"GLQ",1127,379,7.40853062750069,"GasA","Ex","Y","SBrkr",7.42654913192111,-9.21034037197618,0,7.42654913192111,1,0,2,0,3,1,"Gd",7,1,"TA","Attchd",1998,"Fin",2,583,"TA","TA","Y",4.35671010874005,4.29046081101047,0,0,0,-9.21034037197618,6,2009,"Normal",12.2702204658229,11,10,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0
544,120,"RH",34,8.30844554502844,"Reg","Inside","NAmes","Norm","TwnhsE","SFoyer",7,5,1998,1998,"Gable","MetalSd","MetalSd","BrkFace",5.20400723652719,"TA","TA","PConc","Gd","TA","Av","GLQ",6.36990115406109,"LwQ",139,0,6.58340936047134,"GasA","Ex","Y","SBrkr",6.64248693174534,-9.21034037197618,0,6.64248693174534,1,0,1,0,1,1,"TA",4,0,"None","Attchd",1998,"Fin",1,367,"TA","TA","Y",4.78749257611503,3.68888195411081,0,0,0,-9.21034037197618,6,2007,"Normal",11.7981044079558,9,9,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0
545,60,"RL",58,9.74706763911141,"IR1","Inside","Gilbert","Norm","1Fam","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","None",-9.21034037197618,"Gd","TA","PConc","Gd","Gd","Av","GLQ",6.31716486725268,"Unf",0,100,6.48310750436239,"GasA","Ex","Y","SBrkr",6.49828230007883,6.72383256101351,0,7.31055022537934,1,0,2,1,3,1,"Gd",7,1,"Gd","Attchd",2006,"RFn",2,426,"TA","TA","Y",4.60517118598759,3.17805799700593,0,0,0,-9.21034037197618,9,2006,"Partial",12.0988492852987,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1
546,50,"RL",0,9.53510144989638,"IR1","Corner","NWAmes","Norm","1Fam","1.5Fin",7,5,1988,1988,"Gable","HdBoard","HdBoard","BrkFace",5.18178411208968,"Gd","Gd","PConc","Gd","Gd","No","GLQ",6.9097533814452,"LwQ",202,0,7.09340470892524,"GasA","Gd","Y","SBrkr",7.22766257135029,6.6920838665761,0,7.68845540235846,0,0,2,1,4,1,"Gd",9,0,"None","Attchd",1988,"Unf",3,786,"TA","TA","Y",-9.21034037197618,-9.21034037197618,0,0,0,-9.21034037197618,2,2006,"Normal",12.3414772829731,18,18,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
547,50,"RL",70,9.07532217174367,"IR1","Inside","BrkSide","Norm","1Fam","1.5Fin",6,7,1923,1950,"Gable","BrkFace","Wd Sdng","None",-9.21034037197618,"TA","TA","BrkTil","Gd","TA","No","Rec",5.70378280798948,"Unf",0,765,6.97073017204024,"GasA","Ex","Y","FuseA",6.81892417456513,6.57925135089898,0,7.39939814449343,0,0,1,1,3,1,"TA",6,1,"Gd","Detchd",1950,"Unf",2,440,"TA","TA","Y",-9.21034037197618,3.63758879130187,0,0,0,-9.21034037197618,5,2007,"Normal",12.2548628101758,84,57,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0
548,85,"RL",54,8.88792883280783,"Reg","Inside","Mitchel","Norm","1Fam","SFoyer",5,7,1970,1970,"Gable","VinylSd","VinylSd","None",-9.21034037197618,"TA","Gd","CBlock","Gd","TA","Av","ALQ",6.42810543423547,"Unf",0,149,6.643789863356,"GasA","Ex","Y","SBrkr",6.643789863356,-9.21034037197618,0,6.643789863356,1,0,1,0,2,1,"TA",5,0,"None","Detchd",1987,"Unf",2,624,"TA","TA","Y",4.64439186067937,-9.21034037197618,0,0,0,-9.21034037197618,4,2007,"Normal",11.7714361608939,37,37,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
